Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Time_taken(min),Distance
HYDRES13DEL03,37,4.3,Drinks ,scooter ,32,9.22
RANCHIRES15DEL03,26,4.6,Snack ,electric_scooter ,14,4.528
HYDRES04DEL02,28,4.8,Drinks ,motorcycle ,18,3.074
BANGRES01DEL02,36,3.8,Meal ,motorcycle ,33,20.183
MUMRES04DEL02,37,4.2,Meal ,motorcycle ,47,19.876
MYSRES11DEL02,21,5,Snack ,scooter ,20,20.206
JAPRES03DEL01,22,4.6,Drinks ,electric_scooter ,23,1.49
BANGRES01DEL02,32,4.9,Snack ,motorcycle ,40,20.183
MYSRES07DEL03,26,4.9,Meal ,scooter ,21,9.327
KOLRES06DEL02,50,6,Snack ,scooter ,28,19692.675
RANCHIRES07DEL03,22,4.6,Drinks ,scooter ,16,4.528
MYSRES15DEL02,29,4.8,Meal ,motorcycle ,11,20.205
BANGRES02DEL02,20,4,Buffet ,motorcycle ,27,3.105
HYDRES06DEL02,24,4.7,Buffet ,motorcycle ,17,7.683
INDORES15DEL01,30,4.7,Buffet ,motorcycle ,30,10.587
HYDRES08DEL01,35,4.8,Snack ,electric_scooter ,32,1.537
KOCRES09DEL01,21,4.8,Buffet ,scooter ,15,10.924
BANGRES12DEL02,35,4.5,Drinks ,motorcycle ,18,3.105
SURRES14DEL01,33,4.7,Buffet ,motorcycle ,37,10.642
CHENRES17DEL01,20,4.8,Buffet ,motorcycle ,25,10.866
KNPRES17DEL01,34,4.6,Meal ,motorcycle ,21,16.412
COIMBRES08DEL02,29,4.6,Drinks ,electric_scooter ,42,17187.658
COIMBRES09DEL02,34,4.6,Drinks ,motorcycle ,39,12.464
SURRES09DEL01,27,4.6,Buffet ,scooter ,19,6.081
MUMRES08DEL02,29,4.6,Drinks ,electric_scooter ,28,19.886
SURRES20DEL03,26,4.6,Snack ,scooter ,18,4.561
SURRES20DEL02,30,4.7,Snack ,scooter ,24,19.762
ALHRES19DEL02,28,5,Meal ,motorcycle ,19,2.996
CHENRES07DEL03,36,4.5,Snack ,motorcycle ,27,4.657
HYDRES17DEL02,39,4.9,Meal ,scooter ,30,7.683
KNPRES04DEL03,24,4.6,Snack ,scooter ,29,5902.586
COIMBRES12DEL03,34,4.9,Buffet ,electric_scooter ,31,9.348
COIMBRES07DEL01,32,4.1,Drinks ,motorcycle ,43,17.139
SURRES010DEL03,28,4.8,Snack ,motorcycle ,29,13.682
DEHRES04DEL01,32,4,Meal ,electric_scooter ,42,10.28
MYSRES03DEL01,26,4.8,Drinks ,scooter ,16,1.555
PUNERES03DEL03,38,4,Meal ,motorcycle ,31,4.596
CHENRES11DEL02,25,4.9,Drinks ,scooter ,20,20.178
MYSRES17DEL02,23,4.7,Snack ,motorcycle ,13,7.772
COIMBRES010DEL03,29,4.7,Buffet ,motorcycle ,27,4.674
CHENRES04DEL03,38,4.9,Buffet ,scooter ,25,9.314
LUDHRES14DEL02,33,4.8,Meal ,motorcycle ,35,19.043
JAPRES07DEL01,29,4.6,Buffet ,motorcycle ,43,17221.062
MYSRES17DEL02,35,4.8,Buffet ,scooter ,12,7.772
GOARES03DEL02,31,4.8,Snack ,scooter ,28,3.088
JAPRES010DEL03,26,5,Buffet ,scooter ,29,8.938
MUMRES010DEL03,26,4.8,Buffet ,motorcycle ,22,4.591
AGRRES15DEL01,31,4.9,Buffet ,scooter ,27,1.573
PUNERES18DEL01,37,4.7,Snack ,motorcycle ,30,6.128
INDORES09DEL02,31,4.3,Drinks ,scooter ,39,19.661
MYSRES09DEL01,22,4.6,Buffet ,scooter ,22,10.881
CHENRES14DEL01,23,4.8,Snack ,motorcycle ,26,6.209
LUDHRES07DEL02,30,4.7,Snack ,motorcycle ,30,12.58
RANCHIRES08DEL01,24,4.3,Buffet ,motorcycle ,38,10.565
MUMRES05DEL02,31,3.5,Drinks ,motorcycle ,33,12.243
COIMBRES03DEL03,31,4.9,Buffet ,electric_scooter ,15,4.674
PUNERES20DEL02,36,4.9,Meal ,scooter ,26,3.064
JAPRES17DEL01,29,4.6,Drinks ,scooter ,15,1.49
DEHRES18DEL01,21,4.4,Snack ,scooter ,31,11.008
JAPRES010DEL02,24,4.9,Buffet ,motorcycle ,23,19.362
MYSRES010DEL01,27,4.7,Snack ,electric_scooter ,31,10.881
SURRES01DEL03,33,4.7,Meal ,scooter ,23,9.121
MUMRES14DEL01,37,4.8,Snack ,motorcycle ,27,6.118
CHENRES04DEL02,34,4.7,Drinks ,scooter ,25,3.105
RANCHIRES09DEL03,38,4,Meal ,motorcycle ,31,4.528
PUNERES09DEL02,23,5,Snack ,motorcycle ,24,3.064
HYDRES06DEL01,20,5,Snack ,motorcycle ,14,6.147
PUNERES08DEL02,29,4.6,Snack ,electric_scooter ,44,12.257
MUMRES07DEL02,32,4.7,Snack ,motorcycle ,26,12.238
MUMRES07DEL03,24,4.7,Drinks ,motorcycle ,44,13.767
SURRES13DEL02,37,5,Drinks ,motorcycle ,25,7.601
ALHRES02DEL02,35,4.9,Buffet ,scooter ,21,2.996
MUMRES19DEL03,38,4.3,Snack ,motorcycle ,27,9.177
PUNERES20DEL01,37,5,Drinks ,scooter ,30,10.723
AURGRES14DEL02,33,4.7,Buffet ,motorcycle ,28,7.632
SURRES20DEL01,23,3.7,Snack ,motorcycle ,45,1.52
INDORES01DEL02,31,4.6,Drinks ,electric_scooter ,30,12.101
VADRES03DEL01,32,4.6,Meal ,scooter ,39,6.059
MYSRES010DEL01,32,4.9,Meal ,motorcycle ,45,10.881
RANCHIRES15DEL01,35,4.9,Meal ,scooter ,17,16.6
BANGRES05DEL03,31,4,Drinks ,motorcycle ,39,13.972
VADRES06DEL02,37,4.7,Snack ,motorcycle ,43,12.117
HYDRES04DEL01,29,4.9,Buffet ,electric_scooter ,24,1.537
MYSRES12DEL02,31,4.5,Snack ,motorcycle ,30,20.208
KOLRES010DEL03,34,4.8,Drinks ,motorcycle ,28,4.541
BANGRES09DEL02,29,4.8,Snack ,motorcycle ,18,20.183
MUMRES07DEL03,36,4.7,Snack ,scooter ,29,4.589
HYDRES05DEL02,26,5,Meal ,motorcycle ,26,7.684
MYSRES12DEL03,29,4.6,Buffet ,scooter ,29,13.991
MUMRES07DEL02,38,4.6,Buffet ,motorcycle ,26,3.06
RANCHIRES17DEL03,29,4.6,Buffet ,motorcycle ,43,13.582
VADRES18DEL01,34,3.7,Meal ,scooter ,34,11.008
JAPRES13DEL01,29,5,Drinks ,motorcycle ,23,1.49
INDORES04DEL02,32,4.9,Buffet ,motorcycle ,27,3.025
RANCHIRES17DEL03,39,4.1,Drinks ,scooter ,38,13.582
ALHRES16DEL02,33,4.3,Snack ,scooter ,33,7.49
PUNERES03DEL02,21,5,Drinks ,scooter ,13,3.064
HYDRES07DEL03,22,4.6,Drinks ,motorcycle ,23,13.83
COIMBRES19DEL02,39,4.8,Buffet ,scooter ,15,7.79
KOCRES18DEL02,28,4.7,Buffet ,scooter ,25,12.485
RANCHIRES09DEL01,29,4.6,Meal ,motorcycle ,18,6.038
HYDRES05DEL02,31,4.5,Meal ,motorcycle ,17,7.684
AGRRES18DEL02,29,4.3,Snack ,motorcycle ,15,2.977
KNPRES03DEL01,39,4.9,Snack ,motorcycle ,16,1.492
SURRES02DEL01,34,4.9,Meal ,motorcycle ,28,1.52
HYDRES06DEL03,20,4.9,Snack ,scooter ,20,9.22
AGRRES18DEL01,36,4.8,Snack ,motorcycle ,30,16.368
JAPRES12DEL02,24,5,Buffet ,motorcycle ,18,2.98
CHENRES04DEL02,28,4,Meal ,electric_scooter ,34,7.762
BANGRES20DEL01,28,4.3,Snack ,motorcycle ,34,10.867
JAPRES03DEL01,22,5,Buffet ,motorcycle ,33,10.427
PUNERES18DEL02,32,4.9,Buffet ,motorcycle ,32,7.66
MYSRES15DEL02,38,4.4,Meal ,scooter ,49,20.205
RANCHIRES16DEL02,29,4.7,Drinks ,motorcycle ,16,3.019
VADRES13DEL01,36,4.6,Meal ,motorcycle ,23,10.603
MUMRES17DEL02,28,5,Snack ,motorcycle ,30,19.883
MYSRES16DEL02,22,4.7,Drinks ,scooter ,18,20.207
INDORES06DEL01,24,5,Buffet ,motorcycle ,22,10.588
KOCRES17DEL02,22,5,Meal ,scooter ,31,20.287
MYSRES20DEL02,30,4.7,Snack ,scooter ,30,20.206
RANCHIRES14DEL01,39,4.5,Buffet ,motorcycle ,54,17.298
CHENRES010DEL02,23,4.7,Snack ,scooter ,31,12.417
AURGRES19DEL01,26,4.8,Snack ,scooter ,27,6.105
PUNERES11DEL03,23,4.9,Meal ,scooter ,28,13.789
COIMBRES18DEL02,27,2.9,Snack ,scooter ,43,12.464
CHENRES04DEL02,23,4.7,Snack ,electric_scooter ,15,20.179
COIMBRES11DEL02,39,4,Meal ,motorcycle ,39,20.254
KNPRES05DEL01,38,5,Drinks ,motorcycle ,13,1.492
LUDHRES08DEL01,34,4.2,Buffet ,motorcycle ,54,10.255
RANCHIRES02DEL03,38,4.6,Drinks ,scooter ,25,14.153
AURGRES15DEL01,29,4.4,Snack ,motorcycle ,36,10.684
INDORES16DEL03,20,4.8,Drinks ,motorcycle ,26,4.538
INDORES13DEL03,29,4.6,Drinks ,electric_scooter ,25,17132.916
INDORES16DEL02,24,4.7,Snack ,motorcycle ,12,12.099
MYSRES08DEL02,29,4.8,Meal ,motorcycle ,24,7.773
VADRES19DEL01,35,4.8,Snack ,motorcycle ,26,10.602
CHENRES06DEL01,31,4.9,Snack ,motorcycle ,47,6.209
JAPRES17DEL02,28,4.7,Snack ,motorcycle ,23,19.364
PUNERES02DEL01,21,4.5,Buffet ,scooter ,18,16.852
CHENRES05DEL01,30,4.5,Buffet ,motorcycle ,18,1.552
COIMBRES11DEL02,29,4.6,Buffet ,scooter ,19,3.116
MYSRES07DEL02,26,4.9,Meal ,scooter ,17,7.772
SURRES01DEL01,23,4.7,Meal ,motorcycle ,20,6.081
KOCRES19DEL02,30,4.3,Snack ,electric_scooter ,38,20.287
MUMRES14DEL01,26,5,Snack ,motorcycle ,10,1.529
BANGRES04DEL02,22,4.9,Drinks ,electric_scooter ,19,12.42
HYDRES09DEL02,26,4.5,Buffet ,scooter ,10,12.294
KOLRES010DEL02,32,3.9,Drinks ,motorcycle ,38,12.108
JAPRES06DEL01,32,4.3,Snack ,motorcycle ,38,16.384
PUNERES18DEL02,32,4.4,Drinks ,motorcycle ,52,12.255
COIMBRES18DEL01,20,4.7,Drinks ,scooter ,23,10.906
SURRES03DEL02,28,4.8,Snack ,motorcycle ,17,12.161
MYSRES15DEL02,33,4.5,Meal ,motorcycle ,27,12.435
MUMRES03DEL02,35,5,Drinks ,motorcycle ,31,7.646
INDORES19DEL01,31,4.5,Snack ,scooter ,19,10.587
BANGRES19DEL02,33,4.2,Snack ,motorcycle ,31,7.763
RANCHIRES03DEL03,28,4.5,Drinks ,motorcycle ,24,9.435
KOCRES05DEL01,33,4.7,Buffet ,motorcycle ,33,1.561
HYDRES11DEL01,23,4.6,Buffet ,motorcycle ,28,6.147
COIMBRES09DEL02,33,5,Snack ,motorcycle ,17,7.79
PUNERES06DEL01,27,4.6,Buffet ,motorcycle ,19,6.129
SURRES13DEL01,34,4.6,Drinks ,motorcycle ,48,10.642
SURRES16DEL03,21,4.2,Drinks ,electric_scooter ,43,13.682
MUMRES06DEL02,33,4.4,Buffet ,motorcycle ,44,3.06
COIMBRES06DEL02,33,4.7,Meal ,scooter ,29,20.253
HYDRES02DEL01,29,4.6,Snack ,motorcycle ,10,6.147
PUNERES18DEL01,23,4.9,Meal ,motorcycle ,26,10.723
MYSRES02DEL03,35,4.7,Drinks ,motorcycle ,26,9.327
BANGRES14DEL03,29,4.6,Meal ,electric_scooter ,23,13.973
VADRES15DEL01,23,4.9,Buffet ,scooter ,15,6.29
DEHRES12DEL01,33,4.4,Drinks ,motorcycle ,38,17.298
ALHRES010DEL03,36,4.8,Meal ,motorcycle ,30,9.435
RANCHIRES19DEL02,38,4.3,Meal ,electric_scooter ,33,3.019
KNPRES14DEL02,29,4.6,Buffet ,motorcycle ,25,11.938
CHENRES17DEL02,21,4.9,Buffet ,scooter ,14,7.761
VADRES08DEL03,23,4.8,Drinks ,motorcycle ,25,4.718
LUDHRES14DEL01,22,4.7,Drinks ,scooter ,25,5.86
MYSRES02DEL02,24,4.8,Drinks ,motorcycle ,31,3.109
RANCHIRES03DEL02,32,4.8,Snack ,scooter ,15,3.145
JAPRES04DEL01,37,4.9,Meal ,motorcycle ,39,16.385
HYDRES15DEL02,31,4.8,Snack ,scooter ,33,7.683
SURRES15DEL01,31,4.2,Meal ,motorcycle ,48,16.722
VADRES01DEL01,29,4.6,Snack ,scooter ,24,6.059
MYSRES20DEL03,33,4.8,Snack ,scooter ,34,9.326
RANCHIRES03DEL02,32,3.7,Drinks ,electric_scooter ,38,12.58
VADRES06DEL01,23,4.9,Drinks ,motorcycle ,17,16.66
AGRRES010DEL01,25,4.9,Snack ,motorcycle ,30,16.368
HYDRES02DEL03,36,4.7,Drinks ,scooter ,29,4.611
MYSRES12DEL03,35,4.6,Meal ,scooter ,16,4.664
RANCHIRES20DEL03,22,4.9,Snack ,motorcycle ,29,9.055
CHENRES18DEL03,22,3.3,Drinks ,electric_scooter ,32,13.972
VADRES03DEL01,38,4.2,Snack ,electric_scooter ,34,10.602
MYSRES09DEL02,24,4.7,Drinks ,scooter ,16,12.435
JAPRES20DEL02,29,4.6,Snack ,motorcycle ,47,7.447
MYSRES01DEL02,26,4.7,Snack ,electric_scooter ,18,12.436
BANGRES15DEL03,20,4.9,Drinks ,electric_scooter ,24,4.658
KOLRES11DEL02,35,4.3,Buffet ,motorcycle ,33,3.027
HYDRES15DEL01,27,4.9,Buffet ,scooter ,16,1.537
BHPRES07DEL01,26,4.3,Meal ,scooter ,34,17.298
VADRES04DEL01,36,5,Snack ,motorcycle ,25,17.298
RANCHIRES17DEL02,33,4.6,Meal ,electric_scooter ,21,7.546
COIMBRES04DEL01,39,4.6,Buffet ,electric_scooter ,18,6.232
HYDRES08DEL01,32,4.6,Drinks ,electric_scooter ,19,10.757
JAPRES05DEL02,27,4.8,Snack ,scooter ,29,19.363
INDORES20DEL03,35,4.4,Meal ,scooter ,36,4.538
SURRES09DEL03,22,5,Buffet ,motorcycle ,31,9.121
RANCHIRES12DEL03,35,3.5,Snack ,motorcycle ,33,14.153
PUNERES18DEL01,33,4.9,Snack ,motorcycle ,25,1.532
PUNERES17DEL02,28,4.6,Buffet ,motorcycle ,10,3.065
MYSRES18DEL01,32,4.6,Snack ,electric_scooter ,33,6.218
PUNERES05DEL03,35,4.9,Buffet ,motorcycle ,34,9.193
AGRRES16DEL03,24,4.4,Meal ,motorcycle ,23,4.718
KNPRES08DEL03,26,4.6,Buffet ,scooter ,15,9.435
JAPRES03DEL01,22,4.5,Meal ,motorcycle ,13,10.427
RANCHIRES19DEL03,20,4.9,Snack ,scooter ,27,13.584
CHENRES17DEL03,31,4.6,Drinks ,scooter ,33,9.314
MYSRES14DEL02,28,4.8,Drinks ,scooter ,26,12.58
KOLRES19DEL01,28,4.6,Snack ,motorcycle ,13,10.594
COIMBRES19DEL02,20,4.5,Snack ,scooter ,14,7.79
CHENRES19DEL01,37,4.2,Snack ,motorcycle ,32,6.21
CHENRES19DEL01,39,4.9,Buffet ,electric_scooter ,16,1.553
PUNERES05DEL03,24,4.6,Buffet ,motorcycle ,19,9.193
CHENRES09DEL03,35,4.7,Meal ,motorcycle ,16,9.314
MUMRES20DEL01,20,4.9,Drinks ,motorcycle ,24,6.119
LUDHRES16DEL02,36,4.8,Meal ,motorcycle ,20,11.72
VADRES14DEL03,28,4.6,Meal ,scooter ,21,4.544
VADRES01DEL03,21,4.6,Drinks ,scooter ,19,13.631
PUNERES20DEL02,39,4.7,Snack ,scooter ,23,3.064
HYDRES03DEL02,34,4.9,Snack ,motorcycle ,24,7.684
JAPRES12DEL03,21,4.3,Drinks ,scooter ,31,20.852
BANGRES15DEL01,29,4.8,Meal ,motorcycle ,23,6.21
COIMBRES16DEL01,23,4.6,Meal ,motorcycle ,37,17.138
MYSRES14DEL01,36,4.7,Snack ,motorcycle ,51,11.008
CHENRES13DEL02,34,4.4,Buffet ,scooter ,38,12.418
COIMBRES01DEL02,29,2.8,Buffet ,motorcycle ,37,20.253
CHENRES12DEL01,32,5,Meal ,motorcycle ,18,6.21
RANCHIRES02DEL01,30,5,Meal ,scooter ,29,6.29
MYSRES15DEL03,29,4.6,Snack ,scooter ,19,9.326
INDORES20DEL01,35,4.7,Buffet ,motorcycle ,24,6.05
BANGRES17DEL02,21,4.6,Drinks ,motorcycle ,33,20.181
PUNERES15DEL02,20,4.6,Snack ,electric_scooter ,33,3.064
AURGRES05DEL03,25,4.9,Snack ,electric_scooter ,18,9.158
JAPRES08DEL01,22,4.8,Snack ,scooter ,30,1.49
PUNERES14DEL01,35,4.8,Snack ,motorcycle ,44,10.726
JAPRES14DEL02,34,4.5,Meal ,scooter ,25,2.98
KOCRES09DEL02,34,4.4,Buffet ,scooter ,47,12.484
VADRES12DEL01,38,4.6,Meal ,electric_scooter ,29,1.573
MYSRES18DEL01,39,4.5,Buffet ,motorcycle ,22,1.554
RANCHIRES12DEL01,30,3.7,Buffet ,scooter ,32,17.298
HYDRES20DEL02,21,4.5,Buffet ,motorcycle ,28,7.683
MUMRES05DEL01,22,4.7,Drinks ,scooter ,10,6.122
PUNERES14DEL01,30,4.9,Buffet ,scooter ,27,10.726
BHPRES19DEL01,31,4.4,Drinks ,scooter ,38,11.008
BANGRES01DEL01,29,4.6,Buffet ,scooter ,26,17.078
SURRES03DEL02,26,5,Drinks ,scooter ,21,12.161
MYSRES18DEL01,25,4.7,Snack ,motorcycle ,27,1.554
MUMRES01DEL01,36,4.7,Buffet ,electric_scooter ,29,1.53
SURRES14DEL02,21,4.5,Buffet ,motorcycle ,26,12.162
JAPRES08DEL01,22,4.9,Drinks ,motorcycle ,27,16.385
BANGRES20DEL02,39,4.7,Snack ,scooter ,22,7.763
INDORES13DEL01,23,4,Snack ,scooter ,39,10.587
COIMBRES20DEL01,33,4.8,Drinks ,motorcycle ,25,17.138
MUMRES11DEL02,38,4.8,Drinks ,scooter ,18,7.651
INDORES09DEL03,32,4.6,Buffet ,motorcycle ,27,4.538
VADRES04DEL03,35,3.8,Meal ,electric_scooter ,31,14.153
COIMBRES20DEL01,33,4.2,Drinks ,motorcycle ,37,10.907
INDORES01DEL02,29,4.6,Snack ,scooter ,44,19.663
VADRES17DEL02,24,4.7,Buffet ,motorcycle ,37,20.443
RANCHIRES19DEL03,22,4.9,Buffet ,motorcycle ,39,13.584
ALHRES05DEL01,28,4.7,Snack ,motorcycle ,13,1.498
COIMBRES17DEL02,39,4.2,Snack ,motorcycle ,22,3.116
CHENRES18DEL02,28,4.9,Meal ,motorcycle ,11,3.105
PUNERES17DEL01,35,4.6,Drinks ,motorcycle ,16,10.725
BANGRES01DEL03,31,4.5,Drinks ,scooter ,30,13.973
AURGRES18DEL01,37,4.9,Buffet ,motorcycle ,26,16.787
KOCRES07DEL03,39,4.9,Buffet ,electric_scooter ,19,14.045
PUNERES17DEL02,37,4.9,Drinks ,motorcycle ,23,7.661
INDORES07DEL03,34,4.6,Meal ,scooter ,22,9.076
HYDRES07DEL02,30,4.7,Buffet ,scooter ,24,7.684
AGRRES06DEL03,25,4.9,Buffet ,motorcycle ,15,14.153
MYSRES03DEL01,23,4.7,Snack ,electric_scooter ,11,1.555
AGRRES09DEL02,38,4.4,Buffet ,motorcycle ,34,20.443
INDORES13DEL01,32,4.6,Buffet ,motorcycle ,44,10.587
AGRRES02DEL01,26,4.8,Drinks ,motorcycle ,40,17.298
KOLRES15DEL01,25,4.6,Buffet ,motorcycle ,23,16.647
INDORES01DEL01,35,4.7,Meal ,motorcycle ,26,6.051
JAPRES16DEL01,31,3.5,Snack ,scooter ,39,10.43
JAPRES05DEL02,34,5,Drinks ,motorcycle ,39,19.363
BANGRES13DEL01,32,3.8,Meal ,scooter ,38,17.078
INDORES02DEL02,37,4.2,Buffet ,motorcycle ,22,3.026
DEHRES13DEL03,29,4.6,Snack ,scooter ,15,20.555
PUNERES15DEL01,37,3.7,Snack ,scooter ,36,16.848
MYSRES15DEL03,37,4.7,Buffet ,scooter ,31,9.326
JAPRES07DEL01,25,4.5,Drinks ,motorcycle ,20,10.433
HYDRES16DEL02,32,4.7,Buffet ,motorcycle ,24,3.074
CHENRES20DEL02,30,4.5,Meal ,motorcycle ,26,3.105
HYDRES07DEL02,22,4.5,Snack ,scooter ,26,7.684
JAPRES07DEL02,29,4.6,Buffet ,motorcycle ,33,2.981
BANGRES18DEL01,32,4.6,Snack ,motorcycle ,32,6.211
HYDRES08DEL03,37,4.6,Snack ,motorcycle ,23,4.61
MYSRES07DEL03,26,4.6,Snack ,motorcycle ,11,4.663
INDORES14DEL03,34,4.9,Buffet ,motorcycle ,22,9.074
MYSRES02DEL03,26,4.7,Drinks ,motorcycle ,28,9.327
VADRES09DEL03,31,4.7,Meal ,motorcycle ,29,4.718
INDORES11DEL02,29,4.6,Meal ,motorcycle ,44,3.025
COIMBRES18DEL03,35,4.9,Buffet ,motorcycle ,18,9.348
COIMBRES05DEL01,36,4.6,Meal ,electric_scooter ,40,10.906
HYDRES010DEL03,39,4.6,Buffet ,scooter ,25,13.83
MYSRES13DEL01,29,4.6,Meal ,motorcycle ,15,6.218
CHENRES09DEL01,21,3.5,Buffet ,motorcycle ,42,6.209
MUMRES08DEL01,29,5,Meal ,scooter ,22,10.709
PUNERES15DEL02,22,4.7,Drinks ,motorcycle ,29,19.911
MUMRES12DEL03,22,4.9,Snack ,scooter ,27,13.763
DEHRES18DEL03,37,4.6,Meal ,motorcycle ,28,14.153
JAPRES05DEL02,29,4.6,Meal ,motorcycle ,10,2.98
BHPRES20DEL02,39,4,Drinks ,motorcycle ,35,19.627
MUMRES03DEL02,29,4.9,Drinks ,scooter ,18,3.059
MYSRES010DEL01,28,4.6,Drinks ,motorcycle ,22,10.881
BANGRES04DEL02,35,4.8,Drinks ,scooter ,15,3.105
GOARES19DEL02,36,4.7,Buffet ,scooter ,16,3.145
PUNERES09DEL03,39,5,Snack ,scooter ,32,4.597
JAPRES09DEL02,32,4.7,Meal ,scooter ,24,19.363
HYDRES02DEL01,21,5,Buffet ,scooter ,20,6.147
MYSRES04DEL01,39,4.6,Drinks ,motorcycle ,34,6.218
RANCHIRES08DEL03,36,4.6,Snack ,scooter ,17,4.528
INDORES19DEL02,35,4.5,Meal ,motorcycle ,18,19.66
RANCHIRES15DEL01,36,4.9,Buffet ,motorcycle ,18,1.509
BANGRES04DEL02,21,5,Snack ,motorcycle ,19,3.105
INDORES08DEL03,22,4.5,Meal ,scooter ,12,9.075
JAPRES010DEL03,34,5,Snack ,motorcycle ,50,13.406
RANCHIRES03DEL01,36,4.8,Snack ,electric_scooter ,28,1.573
RANCHIRES19DEL01,30,4.3,Meal ,scooter ,37,10.566
INDORES13DEL03,35,4.7,Buffet ,scooter ,15,4.538
COIMBRES18DEL02,28,5,Buffet ,motorcycle ,16,3.116
JAPRES01DEL01,35,4.5,Snack ,electric_scooter ,18,5.959
JAPRES06DEL02,39,4.9,Snack ,scooter ,40,19.363
JAPRES010DEL01,29,4.6,Buffet ,scooter ,20,17211.913
HYDRES18DEL02,20,4.8,Buffet ,motorcycle ,18,19.975
PUNERES13DEL01,36,4.8,Meal ,motorcycle ,43,16.851
VADRES17DEL02,20,4.9,Meal ,motorcycle ,19,12.58
RANCHIRES13DEL02,26,4.7,Meal ,scooter ,18,3.019
MYSRES03DEL02,29,4.9,Drinks ,motorcycle ,17,7.773
SURRES11DEL02,22,4.8,Snack ,motorcycle ,20,12.162
JAPRES12DEL02,24,4.9,Snack ,scooter ,36,11.917
COIMBRES01DEL01,39,5,Buffet ,scooter ,22,1.558
JAPRES11DEL01,30,4.6,Meal ,scooter ,32,5.959
JAPRES12DEL01,23,4.9,Buffet ,motorcycle ,26,10.428
KOCRES09DEL03,20,4.6,Drinks ,scooter ,28,4.682
VADRES13DEL02,25,4.8,Buffet ,scooter ,16,19.688
INDORES14DEL02,29,4.6,Drinks ,motorcycle ,29,19.659
LUDHRES20DEL03,29,4.6,Meal ,motorcycle ,15,4.396
RANCHIRES19DEL03,23,4.7,Snack ,motorcycle ,26,13.584
RANCHIRES04DEL03,27,4.6,Drinks ,motorcycle ,17,4.528
INDORES05DEL02,27,4.6,Snack ,scooter ,31,19.661
RANCHIRES14DEL03,30,4.7,Snack ,motorcycle ,21,4.718
HYDRES16DEL03,36,4.8,Meal ,scooter ,30,13.83
MYSRES14DEL03,27,5,Snack ,scooter ,13,9.435
JAPRES01DEL03,39,4.7,Buffet ,scooter ,41,20.852
VADRES13DEL03,36,5,Snack ,motorcycle ,27,13.631
MUMRES11DEL02,33,4.4,Snack ,motorcycle ,36,19.891
ALHRES04DEL03,22,4.6,Buffet ,scooter ,17,9.435
VADRES12DEL02,38,4.6,Buffet ,electric_scooter ,16,3.145
PUNERES08DEL02,23,4.2,Drinks ,motorcycle ,28,3.065
VADRES05DEL01,23,4.9,Buffet ,motorcycle ,17,10.602
MYSRES14DEL02,32,3.8,Buffet ,scooter ,34,20.443
COIMBRES17DEL02,38,4.4,Drinks ,scooter ,44,20.253
COIMBRES01DEL03,29,4.6,Drinks ,motorcycle ,26,4.674
MUMRES06DEL02,31,4.3,Snack ,scooter ,35,19.887
PUNERES05DEL03,32,4.9,Meal ,motorcycle ,50,13.789
BHPRES20DEL02,39,4.7,Drinks ,scooter ,19,7.55
MYSRES12DEL02,32,4.9,Buffet ,scooter ,24,3.109
VADRES03DEL02,20,4.7,Drinks ,motorcycle ,16,3.029
GOARES05DEL01,29,4.6,Drinks ,electric_scooter ,39,11.008
RANCHIRES010DEL01,28,5,Meal ,motorcycle ,19,1.509
COIMBRES05DEL01,26,4,Meal ,motorcycle ,26,1.558
RANCHIRES17DEL01,36,4.5,Drinks ,electric_scooter ,20,16.6
JAPRES04DEL02,23,4.9,Meal ,motorcycle ,17,7.449
RANCHIRES09DEL03,33,4.6,Snack ,motorcycle ,18,13.583
PUNERES08DEL01,20,4.9,Meal ,scooter ,16,16.853
JAPRES07DEL03,21,4.5,Snack ,scooter ,24,13.414
BHPRES13DEL01,20,4.5,Meal ,motorcycle ,21,1.51
MUMRES05DEL01,24,4.6,Buffet ,motorcycle ,14,1.531
HYDRES07DEL03,24,4.6,Buffet ,motorcycle ,27,9.221
RANCHIRES16DEL01,38,4.8,Snack ,motorcycle ,49,1.509
VADRES20DEL02,38,4.8,Buffet ,scooter ,19,3.03
JAPRES06DEL02,39,4.4,Drinks ,scooter ,31,19.363
CHENRES20DEL02,26,4.3,Snack ,scooter ,31,7.763
BANGRES02DEL01,29,5,Drinks ,motorcycle ,15,17.077
INDORES19DEL03,28,4.9,Snack ,scooter ,19,4.538
BANGRES010DEL02,22,4.3,Snack ,motorcycle ,15,3.105
PUNERES03DEL03,37,4.1,Meal ,scooter ,33,9.192
GOARES01DEL01,25,4.6,Meal ,scooter ,19,16.981
CHENRES13DEL03,33,4.5,Drinks ,motorcycle ,30,4.657
HYDRES09DEL02,25,4.8,Buffet ,motorcycle ,21,12.294
CHENRES16DEL01,24,4.5,Meal ,motorcycle ,23,6.209
MUMRES06DEL02,27,4.9,Snack ,motorcycle ,39,19.887
HYDRES19DEL01,24,5,Snack ,scooter ,26,16.902
HYDRES12DEL02,26,4.7,Meal ,scooter ,23,12.294
RANCHIRES11DEL01,39,4.6,Buffet ,scooter ,17,1.509
KOCRES17DEL03,38,4.9,Snack ,motorcycle ,25,9.364
INDORES08DEL02,30,4.7,Buffet ,motorcycle ,16,7.563
